Timestamp,Questão 1 - Você trabalha como:,Questão 2 - Qual a sua idade?,Questão 3 - Quanto tempo você tem de experiência profissional?,Questão 4 - Você trabalha com?,Questão 5 - Qual o tamanho da empresa onde trabalha (ou da qual é dono)?,Questão 6 - Há quanto tempo você passou a trabalhar de forma 100% remota devido à pandemia?,"Questão 7 - Após migrar para remoto, você está agora trabalhando:",Questão 8 - Você considera que sua produtividade nesse período:,"Questão 9 - SE  considera que  sua produtividade AUMENTOU, marque os motivos (você pode marcar mais de um item):","Questão 10 - SE considera que a sua produtividade DIMINUIU, marque os motivos (você pode marcar mais de um item):",Questão 11 - Quais ferramentas de comunicação você PASSOU a usar para trabalho remoto (pode-se responder mais de uma ferramenta; mas apenas aquelas que não usava com frequência antes):,Questão 12 - Qual é o processo de desenvolvimento usado por sua empresa?,"Questão 13 - Quais as principais mudanças que ocorreram nesse processo de desenvolvimento para facilitar o trabalho remoto? (exemplo: eventos que, possivelmente, foram remodelados, como daily meetings)",Questão 13 CURADA,Q13 - Categorias,Questão 14 - Alguma prática de programação adotada na sua empresa foi afetada? (exemplo: pair programming),Questão 15 - A sua empresa recomenda que você sempre fique online durante o horário de trabalho?,Questão 16 - A sua empresa passou a adotar alguma nova política ou ferramenta para acompanhar a sua produtividade?,"Questão 16a - Se respondeu SIM à pergunta anterior, por favor explique sua resposta.",Questão 17 - A empresa forneceu o equipamento necessário para você trabalhar de casa?,"Questão 18 - Após a pandemia, se pudesse escolher, você gostaria de continuar trabalhando remotamente?","Se quiser, deixe aqui qualquer comentário ou sugestão:"
5/8/2020 13:57:32,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Continuou a mesma,,,Slack,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",mais reuniões,mais reuniões,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 14:33:41,Tradutor,entre 30 e 45 anos,entre 2 e 5 anos,Autônomo,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,Me sinto mais motivado,,"Zoom, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",N/A,Nenhuma,,Não,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 14:47:21,Product owner ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Continuou a mesma,,,"Skype, WhatsApp",Waterfall (cascata) ou equivalente,As ligações telefônicas e reuniões em conf-rooms foram substituídas por ligações Skype e conf no Skype tb.,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 14:49:39,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Não tivemos alterações no processo, os horários e cerimônias se mantiveram",Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 15:03:48,Proprietário de Empresa de Desenvolvimento,entre 46 e 60 anos,mais de 10 anos,Dono da própria empresa,Menos de 10 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,A Empresa já funciona remotamente desde 2018,,"Skype, Google Hangouts, Slack, WhatsApp, Zoom",Waterfall (cascata) ou equivalente,Encontros técnicos diários(remotamente) entre a equipe técnica e quinzenais entre os setores,Encontros técnicos diários(remotamente) entre a equipe técnica e quinzenais entre os setores,Comunicação,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/8/2020 15:32:59,Product owner ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet., Não tenho acesso a todos os recursos remotamente (por políticas de segurança, por ex.)","WhatsApp, Zoom, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Quarta-feira sem reunião,Quarta-feira sem reunião,Reunião,Não,Não,Não,,"Pouca coisa faltou, como: cadeira confortável","Não, eu gostaria de voltar a trabalhar de forma presencial",
5/8/2020 16:11:10,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho., Tenho melhores recursos de hardware/software em casa do que no trabalho.",,"Google Hangouts, Slack, Google Meet","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Redução no número reuniões, comunicação mais assincrona","Redução no número reuniões, comunicação mais assincrona",Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 16:13:30,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,Estágio,Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Continuou a mesma,,,Google Hangouts,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Nova dinâmica nas plannings, utilizando um planning poker.","Nova dinâmica nas plannings, utilizando um planning poker.",Metodologia,Não,Não,Não,,Sim,"Não, eu gostaria de voltar a trabalhar de forma presencial",
5/8/2020 16:16:46,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Me sinto mais motivado, Maior conforto em casa do que no trabalho.",,"Skype, Zoom, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Usos de VPN's e outras medidas para conexão e segurança,Usos de VPN's e outras medidas para conexão e segurança,Infraestrutura,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/8/2020 16:18:00,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,Sempre usamos o Microsoft Teams e continuamos usando. Não mudou em relação a isso,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Reuniões agora pelo Teams, semanal toda a segunda no fim da tarde","Reuniões agora pelo Teams, semanal toda a segunda no fim da tarde",Reunião,Não,Sim,Sim,A equipe de infra monitora os horários que você está logado no computador (mas nada de hora extra né),Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente","Na questão sobre os aplicativos só pede os que eu não usava com frequência e, como no meu caso usava Teams e continuei usando, sem mudança nisso, não precisava responder nada. Por isso acho que essa questão poderia ser opcional"
5/8/2020 16:22:15,Cientista de Dados ou similar,menos de 30 anos,entre 2 e 5 anos,Carteira assinada em 1 empresa + Prestação de serviço como autônomo para outras,Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,"Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,já usava todas as ferramentas supracitadas,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Reuniões passaram a ser resolvidas com emails e mesmo que pareça o oposto, a comunicação entre os colaboradores melhorou.","Reuniões passaram a ser resolvidas com emails e mesmo que pareça o oposto, a comunicação entre os colaboradores melhorou.",Reunião,Não,Não,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/8/2020 16:24:30,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 2 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Google Hangouts, WhatsApp","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Reunião de acompanhamento remota, comunicação em tempo integral com algumas pessoas da equipe por meio do Google meet","Reunião de acompanhamento remota, comunicação em tempo integral com algumas pessoas da equipe por meio do Google meet",Reunião,Não,Não,Sim,Apropriação de horas diária,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 16:27:31,Testador,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Me sinto mais motivado, Maior conforto em casa do que no trabalho.",,Google Hangouts,Waterfall (cascata) ou equivalente,Nenhuma. Só passamos a desenvolver as atividades em grupo como videoconferência.,Nenhuma,,Não,Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 16:33:07,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Google Hangouts, Slack, WhatsApp, Microsoft Teams, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Não houveram alterações na forma dos eventos.,Nenhuma,,Não,Sim,Não,,"Em partes.Forneceu o computador, apenas. Isso é uma fração da estrutura necessária (cadeira adequada, monitor, mesa etc)","Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 16:51:11,gerente de projetos,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 3 semanas,Menos horas por dia,Continuou a mesma,,,"Skype, WhatsApp, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",mais conversas durante o dia.,mais conversas durante o dia.,Comunicação,Não,Não,Sim,trello,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 16:56:46,Product owner ou equivalente,entre 30 e 45 anos,mais de 10 anos,Dono da própria empresa,Menos de 10 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho","Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades.","Skype, WhatsApp, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",daily através do discord. Quadro kanban físico passou para o trello,daily através do discord. Quadro kanban físico passou para o trello,Reunião,pair programming via teamviewer quando necessário,Sim,Não,,Sim,"Não, eu gostaria de voltar a trabalhar de forma presencial",
5/8/2020 17:00:03,Cientista de Dados ou similar,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Skype, WhatsApp, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Reuniões online,Reuniões online,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente","Trabalho com modelagem, não sei como estão as questões de desenvolvimento de software na empresa"
5/8/2020 17:15:20,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Contractor nos Estados Unidos,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Skype, Zoom, Microsoft Teams",SAP,Menos reunioes,Menos reunioes,Reunião,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 17:15:40,Cientista de Dados ou similar,entre 46 e 60 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Menos de 10 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Continuou a mesma,,"Maior dificuldade de comunicação com as pessoas., Muitas interrupções de outros membros da família (crianças, cônjuge, etc)., Os horários de trabalho da equipe não coincidem, dificultando a colaboração.",Google Hangouts,,reuniões,reuniões,Reunião,Não,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 17:37:44,Product owner ou equivalente,entre 30 e 45 anos,mais de 10 anos,Dono da própria empresa,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Skype, Slack, WhatsApp, Zoom, Microsoft Teams, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","reunioes diarias, retorno ao cliente e homologação de solicitações no cliente","reunioes diarias, retorno ao cliente e homologação de solicitações no cliente",Reunião,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/8/2020 17:39:52,Cientista de Dados ou similar,menos de 30 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado",,Zoom,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","1 pessoa por vez falando nas reuniões, eficiência no retorno do almoço","1 pessoa por vez falando nas reuniões, eficiência no retorno do almoço",Comunicação,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 17:51:29,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Slack, WhatsApp, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily Meeting remota,Daily Meeting remota,Reunião,Suporte a máquinas já que não somos administradores do computador qualquer problema se torna excessivamente moroso.,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/8/2020 17:56:33,Product owner ou equivalente,entre 46 e 60 anos,mais de 10 anos,Dono da própria empresa,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Google Hangouts, WhatsApp, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Aumentamos o tempo de planejamento das SPRINT´s, e adequamos às necessidades de cada colaborador, novas rotinas diárias, filhos, serviços, outros.","Aumentamos o tempo de planejamento das SPRINT´s, e adequamos às necessidades de cada colaborador, novas rotinas diárias, filhos, serviços, outros.",Metodologia,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 18:16:52,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Continuou a mesma,,,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Melhora da qualidade da VPN para conexão à máquina remota.,Melhora da qualidade da VPN para conexão à máquina remota.,Infraestrutura,Não,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente","Não houve grandes impactos do lado do desenvolvimento, pois, além de já haver uma certa liberdade para trabalho remoto anteriormente, o corpo de desenvolvedores da empresa é globalmente distribuído. Este último fator já fazia com que as práticas fossem ""remote-driven"" por natureza."
5/8/2020 18:22:39,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades., Muitas interrupções de outros membros da família (crianças, cônjuge, etc)., Tenho melhores recursos de hardware/software no trabalho do que em casa., Os horários de trabalho da equipe não coincidem, dificultando a colaboração.","Microsoft Teams, Webex","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",NA,Nenhuma,,Não,Sim,Não,,Não,"Não, eu gostaria de voltar a trabalhar de forma presencial",
5/8/2020 18:33:49,Product owner ou equivalente,entre 30 e 45 anos,mais de 10 anos,Autônomo,Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,Menos interrupções ao longo do dia,,"Skype, WhatsApp, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","As cerimônias da Sprint passaram a ser remotas, bem como todas as reuniões gerenciais.",Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 18:51:50,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho","Não consigo manter o foco e me distraio com outras atividades., Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Google Hangouts, WhatsApp, Microsoft Teams, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Alterações das agendas apenas,Alterações das agendas apenas,Comunicação,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 18:55:15,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades., Muitas interrupções de outros membros da família (crianças, cônjuge, etc).",Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Duas dailies por semana.,Duas dailies por semana.,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 19:04:53,Desenvolvedor ou equivalente,entre 46 e 60 anos,mais de 10 anos,Autônomo,Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Continuou a mesma,,,"Slack, WhatsApp, Zoom, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",já haviam as daily,já haviam as daily,Reunião,Não,Não,Sim,no inicio da semana é necessário passar a agenda da semana,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 19:05:36,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Muitas interrupções de outros membros da família (crianças, cônjuge, etc).",Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","A empresa em que trabalho já tinha uma cultura de Home Office. Com a pandemia, foi criado um servidor de Discord para facilitar a comunicação das equipes no dia-a-dia. O restante continua praticamente igual, pois grande parte dos times são compostos de pessoas de mais de um local.","A empresa em que trabalho já tinha uma cultura de Home Office. Com a pandemia, foi criado um servidor de Discord para facilitar a comunicação das equipes no dia-a-dia. O restante continua praticamente igual, pois grande parte dos times são compostos de pessoas de mais de um local.",Comunicação,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 19:07:24,Cientista de Dados ou similar,menos de 30 anos,menos de 2 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Zoom,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Daily,Daily,Reunião,Não,Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 19:37:57,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,Menos interrupções ao longo do dia,,"Google Hangouts, WhatsApp, Microsoft Teams, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Apenas adoção de ferramentas de comunicação,Nenhuma,,Não,Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/8/2020 20:50:33,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,Autônomo,Menos de 10 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,Menos interrupções ao longo do dia,,Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Não ha mais reuniões de andamento,Não ha mais reuniões de andamento,Reunião,pair programing,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/8/2020 22:18:00,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Skype, WhatsApp, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Não ocorreram mudanças significativas, apenas adaptadas para a forma remota",Nenhuma,,Não,Sim,Sim,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
5/9/2020 00:29:46,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,"Google Hangouts, Slack, WhatsApp, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","onboarding remoto, treinamentos remotos, reunião semanal com as lideranças da empresa.","onboarding remoto, treinamentos remotos, reunião semanal com as lideranças da empresa.",Reunião,Não,Não,Não,,ainda está em adaptação,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/9/2020 00:39:24,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,Maior conforto em casa do que no trabalho.,Tivemos mais demandas e poucos recursos,"Skype, Microsoft Teams",go horse process,Reuniões de equipe semanalmente,Reuniões de equipe semanalmente,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/9/2020 00:54:09,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Google Hangouts,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Criamos uma sala no google meeting para a daily... Logo no início optamos em procurar ficar o máximo de tempo dentro da sala (pelo menos os devs) assim todo o time tem um acesso rápido um com o outro... Só tirar do mudo e falar,Criamos uma sala no google meeting para a daily... Logo no início optamos em procurar ficar o máximo de tempo dentro da sala (pelo menos os devs) assim todo o time tem um acesso rápido um com o outro... Só tirar do mudo e falar,Reunião,Não,Sim,Sim,Marcação de ponto com geolocalizacao,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
5/9/2020 03:31:35,"Assessor de Planejamento e Gestão (COO's staff), com Ênfase em Engenharia de SW",entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado",,Microsoft Teams,Híbrido,Daily meetings,Daily meetings,Reunião,Não,Sim,Sim,Daily meetings (o que tem sido muito positivo),Sim,"Sim, gostaria de continuar de forma totalmente remota","Eu já tive experiência de 2 anos trabalhando 100% remoto. Sou muito produtivo nesta modalidade, até porque minha família já está habituada comigo trabalhando em casa (além do trabalho integral como CLT, tenho uma empresa no horário extra, cujo atendimento é 100% online)."
5/9/2020 10:29:17,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,"Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.","Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades., Não tenho acesso a todos os recursos remotamente (por políticas de segurança, por ex.)",Circuit,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Daily meetings virtuais, no escritório elas eram presenciais",Nenhuma,,comunicação informal,Sim,Não,,Forneceu acesso remoto a rede da empresa,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/9/2020 11:23:31,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Continuou a mesma,,,Zoom,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Já existiam todos os eventos,Nenhuma,,Não,Não,Não,,Não,"Sim, gostaria de continuar de forma totalmente remota",
5/9/2020 11:24:28,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Diminuiu,,"Muitas interrupções de outros membros da família (crianças, cônjuge, etc)., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet., Não tenho acesso a todos os recursos remotamente (por políticas de segurança, por ex.)","Skype, WhatsApp, Google Meet",Nenhum,Não houve mudança,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
5/9/2020 11:33:01,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Servidor público,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,Nenhum. Já usávamos o teams antes.,Scrumfall,Reuniões online,Nenhuma,,Não,Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
